national_id,species,generation,category,planned_phase,primary_method,alternate_method,requires_trade,requires_version_exclusive,requires_external_game,proof_scenario,status
405,LUXRAY,4,species,pending,pending,pending,false,false,false,pending,pending
406,BUDEW,4,baby,pending,pending,pending,false,false,false,pending,pending
407,ROSERADE,4,species,pending,pending,pending,false,false,false,pending,pending
408,CRANIDOS,4,species,pending,pending,pending,false,false,false,pending,pending
409,RAMPARDOS,4,species,pending,pending,pending,false,false,false,pending,pending
410,SHIELDON,4,species,pending,pending,pending,false,false,false,pending,pending
411,BASTIODON,4,species,pending,pending,pending,false,false,false,pending,pending
412,BURMY,4,species,pending,pending,pending,false,false,false,pending,pending
413,WORMADAM,4,species,pending,pending,pending,false,false,false,pending,pending
414,MOTHIM,4,species,pending,pending,pending,false,false,false,pending,pending
415,COMBEE,4,species,pending,pending,pending,false,false,false,pending,pending
416,VESPIQUEN,4,species,pending,pending,pending,false,false,false,pending,pending
417,PACHIRISU,4,species,pending,pending,pending,false,false,false,pending,pending
418,BUIZEL,4,species,pending,pending,pending,false,false,false,pending,pending
419,FLOATZEL,4,species,pending,pending,pending,false,false,false,pending,pending
420,CHERUBI,4,species,pending,pending,pending,false,false,false,pending,pending
421,CHERRIM,4,species,pending,pending,pending,false,false,false,pending,pending
422,SHELLOS,4,species,pending,pending,pending,false,false,false,pending,pending
423,GASTRODON,4,species,pending,pending,pending,false,false,false,pending,pending
424,AMBIPOM,4,species,pending,pending,pending,false,false,false,pending,pending
425,DRIFLOON,4,species,pending,pending,pending,false,false,false,pending,pending
426,DRIFBLIM,4,species,pending,pending,pending,false,false,false,pending,pending
427,BUNEARY,4,species,pending,pending,pending,false,false,false,pending,pending
428,LOPUNNY,4,species,pending,pending,pending,false,false,false,pending,pending
429,MISMAGIUS,4,species,pending,pending,pending,false,false,false,pending,pending
430,HONCHKROW,4,species,pending,pending,pending,false,false,false,pending,pending
431,GLAMEOW,4,species,pending,pending,pending,false,false,false,pending,pending
432,PURUGLY,4,species,pending,pending,pending,false,false,false,pending,pending
433,CHINGLING,4,baby,pending,pending,pending,false,false,false,pending,pending
434,STUNKY,4,species,pending,pending,pending,false,false,false,pending,pending
435,SKUNTANK,4,species,pending,pending,pending,false,false,false,pending,pending
436,BRONZOR,4,species,pending,pending,pending,false,false,false,pending,pending
437,BRONZONG,4,species,pending,pending,pending,false,false,false,pending,pending
438,BONSLY,4,baby,pending,pending,pending,false,false,false,pending,pending
439,MIME_JR,4,baby,pending,pending,pending,false,false,false,pending,pending
440,HAPPINY,4,baby,pending,pending,pending,false,false,false,pending,pending
441,CHATOT,4,species,pending,pending,pending,false,false,false,pending,pending
442,SPIRITOMB,4,species,pending,pending,pending,false,false,false,pending,pending
443,GIBLE,4,species,pending,pending,pending,false,false,false,pending,pending
444,GABITE,4,species,pending,pending,pending,false,false,false,pending,pending
445,GARCHOMP,4,species,pending,pending,pending,false,false,false,pending,pending
446,MUNCHLAX,4,baby,pending,pending,pending,false,false,false,pending,pending
447,RIOLU,4,baby,pending,pending,pending,false,false,false,pending,pending
448,LUCARIO,4,species,pending,pending,pending,false,false,false,pending,pending
449,HIPPOPOTAS,4,species,pending,pending,pending,false,false,false,pending,pending
450,HIPPOWDON,4,species,pending,pending,pending,false,false,false,pending,pending
451,SKORUPI,4,species,pending,pending,pending,false,false,false,pending,pending
452,DRAPION,4,species,pending,pending,pending,false,false,false,pending,pending
453,CROAGUNK,4,species,pending,pending,pending,false,false,false,pending,pending
454,TOXICROAK,4,species,pending,pending,pending,false,false,false,pending,pending
455,CARNIVINE,4,species,pending,pending,pending,false,false,false,pending,pending
456,FINNEON,4,species,pending,pending,pending,false,false,false,pending,pending
457,LUMINEON,4,species,pending,pending,pending,false,false,false,pending,pending
458,MANTYKE,4,baby,pending,pending,pending,false,false,false,pending,pending
459,SNOVER,4,species,pending,pending,pending,false,false,false,pending,pending
460,ABOMASNOW,4,species,pending,pending,pending,false,false,false,pending,pending
461,WEAVILE,4,species,pending,pending,pending,false,false,false,pending,pending
462,MAGNEZONE,4,species,pending,pending,pending,false,false,false,pending,pending
463,LICKILICKY,4,species,pending,pending,pending,false,false,false,pending,pending
464,RHYPERIOR,4,species,pending,pending,pending,false,false,false,pending,pending
465,TANGROWTH,4,species,pending,pending,pending,false,false,false,pending,pending
466,ELECTIVIRE,4,species,pending,pending,pending,false,false,false,pending,pending
467,MAGMORTAR,4,species,pending,pending,pending,false,false,false,pending,pending
468,TOGEKISS,4,species,pending,pending,pending,false,false,false,pending,pending
469,YANMEGA,4,species,pending,pending,pending,false,false,false,pending,pending
470,LEAFEON,4,species,pending,pending,pending,false,false,false,pending,pending
471,GLACEON,4,species,pending,pending,pending,false,false,false,pending,pending
472,GLISCOR,4,species,pending,pending,pending,false,false,false,pending,pending
473,MAMOSWINE,4,species,pending,pending,pending,false,false,false,pending,pending
474,PORYGON_Z,4,species,pending,pending,pending,false,false,false,pending,pending
475,GALLADE,4,species,pending,pending,pending,false,false,false,pending,pending
476,PROBOPASS,4,species,pending,pending,pending,false,false,false,pending,pending
477,DUSKNOIR,4,species,pending,pending,pending,false,false,false,pending,pending
478,FROSLASS,4,species,pending,pending,pending,false,false,false,pending,pending
479,ROTOM,4,species,pending,pending,pending,false,false,false,pending,pending
480,UXIE,4,legendary,pending,pending,pending,false,false,false,pending,pending
481,MESPRIT,4,legendary,pending,pending,pending,false,false,false,pending,pending
482,AZELF,4,legendary,pending,pending,pending,false,false,false,pending,pending
483,DIALGA,4,legendary,pending,pending,pending,false,false,false,pending,pending
484,PALKIA,4,legendary,pending,pending,pending,false,false,false,pending,pending
485,HEATRAN,4,legendary,pending,pending,pending,false,false,false,pending,pending
486,REGIGIGAS,4,legendary,pending,pending,pending,false,false,false,pending,pending
487,GIRATINA,4,legendary,pending,pending,pending,false,false,false,pending,pending
488,CRESSELIA,4,legendary,pending,pending,pending,false,false,false,pending,pending
489,PHIONE,4,mythical,pending,pending,pending,false,false,false,pending,pending
490,MANAPHY,4,mythical,pending,pending,pending,false,false,false,pending,pending
491,DARKRAI,4,mythical,pending,pending,pending,false,false,false,pending,pending
492,SHAYMIN,4,mythical,pending,pending,pending,false,false,false,pending,pending
493,ARCEUS,4,mythical,pending,pending,pending,false,false,false,pending,pending
